;Review;Class
1032;Vale la pena conocer este lugar si vas a Nuevo León, el camino para ir a la cascada es muy bonito y limpió!. En el trayecto existen diversas actividades a realizar!. ;5
1033;Nos alojamos aquí por una noche como parte de un viaje de Habana de Holguin. Al principio el hotel parecía genial, la zona del vestíbulo es bastante impresionante cuando entras en el hotel. La habitación estaba muy bien y la cama cómoda. Fuimos a la zona de la piscina, que era enormemente abarrotada y muy distinto al nuestro resort en Holguin. Lo que hace que este hotel fue la comida. Nuestro buffet por la noche estaba fría y la comida realmente no es muy agradable. El desayuno era también muy bueno y no frío scrambelled huevo no es agradable.  Las damas aseos en la zona del vestíbulo estaba asqueroso y agua por todas partes, así que pantalones se empapó - no muy agradable. Informamos al personal que no eran realmente interesados.  Me alegré mucho de haber quedado por sólo una…;3
1034;La vocación de este hotel es atender viajeros de negocio. Tiene absolutamente todo lo que uno necesita. El hotel es nuevo y muy bien equipado. El desayuno no está incluido puede ser una muy buena opción. Como sucede en Valle Oriente en Monterrey, no es fácil caminar de un lado a otro, sin embargo uno puede moverse fácil y económicamente en Uber. La relación valor precio es excelente y supera por mucho hoteles más caros  y viejos como el Camino Real y el Presidente Intercontinental.;4
1035;Reservé el lugar y no tenían mi mesa , no respetan las reservaciones cuando tienen mucha clientela , muy mal servicio;2
1036;Es un hotel emblematico que hay que visitar, pero no os imgines que es un hotel como seria en cualquier otra ciudad , corecto el servicio es amable, pero nada mas;5
1037;"A destacar el buen aseo, la comodidad de las camas que te da un buen descanso las vistas a  la marina en las habitacuones con vista al mar, y  muy silenciosas  ;sin embargo,  falta amabilidad de las personas de la recepción.  Desayuno poco variado en relación al precio que se paga. La piscina es diminuta para la cantidad de habitaciones. No tienen amenities de Neutrogena como dice en la pagina oficial de Hilton. Ademas solo te ponen jabon , shampoo y acondicionador  y de calidad regular , las toallas muy deterioradas . El perchero del baño dañado o no existe.";3
1038;En  vista de todos los problemas a los que me tuve que enfrentar en mi viaje realizado a La Habana el pasado 12 de Julio, y en el que supuestamente me alojaria en el Hotel Neptuno de la Habana, no fue así me alojaron en el Hotel Triton.      Ya desde el principio la responsable de sol y son Señora Lourdes Telf [---------] no estuvo muy colaboradora, siempre con problemas de tiempo para atendernos a mi y a otros compañeros de viajes, que tuvieron otro tipo de problemas con el servicio de habitaciones y que imagino les haran llegar. Me decia esta reperesentate que si queria cambiar de Hotel debia abonar cantidaes que rondaban los 15 a los 50 C.U.C. diarios, yo le dije que era una verguenza que nos alojasen en un hotel en ese estado.  La dejadez , la desidia, la suciedad en los…;3
1039;Esta en la ciudad de Mérida en la península yucateca, tiene buen acceso al parque arqueológico de y a Cancún. Pero realmente impresiona el costo de sus servicios de comunícacion telefónica, que no recomiendo uSar sin antes preguntar. En su lugar es una opción mejor seleccionar un hostal de calidad en esa ayer osa ciudad.;5
1040;Muy lindo el lugar. La comida buena. Aunque eso de que cobren las salsas se me hace fatal. Si es restaurant de comida mexicana ¿que esperan? ¿que pidas catsup?;4
1041;La pizza muy mala, sin sabor, mala calidad del queso pues no tiene sabor ni la masa. En las pastas los camarones masudos, el salmon apestoso y no había algo en las pastas q las hiciera especial, creo q ya se volvió demasiado comercial;2
1042;Hermosa caminata vale la pena hacerlo e ir disfrutanddo de la cotidianidad de los cubanos, paseo tranquilo y que regala vistas bellisimas.;5
1043;el encanto de esta ciudad amurallada es us historia en cada calle en cada esquina se puede revivir la historia de la ciudad y de colombia;5
1044;El museo interactivo Horno3 del Parque Fundidora está dedicado a la historia de esta gran empresa que tuvo su auge en los años 50´s del siglo pasado, y que al paso del tiempo fué cerrada, aqui trabajaba mucha gente que gozaba de buenas prestaciones y calidad de vida, a cambio de un trabajo muy duro y peligroso. Se fundía roca para obtener acero. El paseo dura aprox. 1 hora en donde un guia sin costo extra te va explicando detalle a detalle como funcionaba este gigante. Al inicio te muestran en un auditorio una representación con juegos pirotécnicos de cómo se fundía el acero, y en la pantalla aparecen la imagen y las palabras de orgullosos trabajadores que hablan con emoción de lo que significaba para ellos laborar ahi, aun cuando ponían en riesgo su vida, luego te llevan al mimísmo interior del horno, para posteriormente subir a la parte más alta, al mirador, donde se logra una excelente vista de casi todo Monterrey y su área metropólitana, te suben en una máquina en donde trasladaban la roca para vaciarla al horno, ahora acondicionada para subir a los visitantes. Al final se entra a un museo interactivo en donde hay fotos, testimonios, herramienta de la época, etc.  A la salida está el área de souvenirs, que en mi opinión personal, tiene poco accesibles o elevados los precios para que un pueda llevarse un recuerdo ($ 150.00 pesos por una taza!) Es el unico pero que le encuentro, pero en general la experiencia es buena en el Museo Horno3 del Parque Fundidora.;5
1045;El hotel es malo, no te dan ni agua de cortesia, el aire acondicionado , el telfono, el televisor no funcionaban, lo reporte y no me atendieron en toda mi estadia, y lo peor, el lavatrasto de aluminio estaba electrificado, me agarro la corriente, lo reporte, pedi cambio de habitacion y me dijeron que no habia, y sabia que si habia, las noches muy calorosas por que los aires no funcionaban, la television la reportè teniendo que ir hasta recepcion porque el telefono no funcionaba, mi recomendacion es que mejor paguen un poco màs en un hotel de mejor condicion y no tener todas las molestias que uno tiene en ese hotel.;3
1046;Muy rico todo, muy limpio, y la comida de muy buen tamaño, muy atento Iván, nuestro mesero. Excelente servicio de su parte :);4
1047;Si estás por Bogotá y tienes tiempo de ir al cerro vale la pena las vistas, además hay un buen restaurante arriba con vistas hacia la ciudad.;4
1048;Es interesante ya que es bastante llamativo y popular y siempre te lo sugieren como visita obligada, sobre todo el hecho de subir en teleférico y tener una vista maravillosa de la ciudad. Aunque también puedes subir caminando por un sendero (por falta de tiempo no lo hice, pero creo que también hubiera sido interesante) Fuera de ahí no hay mucho que hacer más que comprar un souvenir (muy caro) y bajar, vale la pena para ir una sola vez, desde mi punto de vista.;3
1049;Visitamos el museo en domingo, gracias al tráfico llegamos 2.30 pm ahí.. Estaba cerrado cuando en la información decía que cerraban a las 3 pm... Por lo tanto no pudimos conocer más que por afuera. Toma nota que los lunes cierra, como todos los museos.;5
1050;Fuismos al de la Av Jardín. Muy amable el personal, muy atento, un lugar muy acogedor, Robert el mesero es súper amable y súper atento con el cliente, el administrador es súper pendiente del cliente, le cantan el cumpleaños feliz y le dan postrecito. La...Más;5
1051;Nos hospedamos en el hotel con mi esposa, y fue una buena experiencia, desde el cuarto totalmente remodelado, hasta la piscina que nos parece increible (aun mas en esta ciudad donde hay pocos hoteles con piscinas grandes). Recomendado!  JM;5
1052;"La guarida es un sitio muy famoso y con renombre. Es un sitio emblemático de la ciudad y que vale la pena visitar. El ambiente es agradable y tranquilo pero solo hay turistas. 
No recomiendo cenar ahí. La comida es muy mediocre y cara. La...Más";3
1053;El hotel deja mucho que desear. El olor a humedad está penetrado en todos los ambientes.El 'balcón' imposible de usar por su deplorable estado.Los hoteles son dos y se comunican, por lo tanto te mandan al de al lado a desayunar,cambiar dinero,etc,etc.La piscina además de sucia  tiene acceso libre a personas no alojadas que paguen el día.Las habitaciones no están tan mal para las 3 estellas pero el entorno es deplorable.Los ascensores ¡funcionaron! eso me dijeron era un milagro.La zona en que está ubicado ,aunque lejos del centro de la ciudad es en un bonito barrio (Miramar) que merece la pena conocer.Poco control de seguridad ya que me llamaron desde recepción dando mis datos para que me presente en unas oficinas de agencia de viajes y era falso(intento de engaño con cambio de…;2
1054;Hay que mejorar todo el servicio de lavandería (dejar un Bolígrafo y más información sobre el servicio ) . desayuno muy bueno, El  Bufett de noches hay que mejorar el servicio. Y la piscina está muy grande y inmenso pero tres días limpiando. El mejor café es  el Lobby Bar . Maylin Es servicial. También la señorita de Atención a Clientes.;5
1055;Las habitaciones de casa de playa tienen bastante deterioro , se escucha mucho ruido de los pasillos y de las áreas comunes no saben separar las zonas de recreo infantiles de las habitaciones para garantizar el descanso , el mini bar no enfría, no cambian jabones , la actitud de servicio de algunos empleados es mala ;5
1056;Están volcados en una mala copia de la Novel Cuising y cobran super carísimo, una comida sencilla y saliendo con hambre a mi me costó 25 cuc, y eso que no pedi mas al ver los precios. Te ponen el pan en la mesa sin...Más;2
1057;"Me encantó parar por una imagen y unos mojitos! Super turístico pero nos encantaba mirar todas las fotos y subimos a escribir nuestros nombres en la pared!

No te lo pierdas!";5
1058;Si le apetece caminar por el sendero y está abierto es una buena idea si se encuentra en buena forma fisica. A mi me gusta subir por el funicular y bajar por el telesferico o viceversa. Las vistas son impresionantes. La iglesia es bella aunque muy sencilla y se puede comer en alguno de sus dos restaurantes (uno de gama media y otro de gama alta). Aproveche para comprar artesanías y tome fotos de las hermosas vistas.;4
1059;Un must en Bogota!Siempre me ha gustado Botero y al recorrer el museo me gusto mass. Un museo muy cpmleto.Al entrar esta la coleccion privada de el, hay cuadros de muchisimos pintores reconocidos mundialmente.;4
1060;A pesar de ser un yacimiento espectacular, y una de las nuevas 7 maravillas del mundo, la visita a Chichén Itzá tiene el inconveniente de que hay que llegar a primera hora (8 AM) para, no sólo evitar las masas de turistas, sino algo peor. La invasión de puestos de souvenires con sus comerciantes que se lanzan encima para que les compres, que te impiden tener un paseo tranquilo disfrutando de las ruinas y de las vistas al bosque, que quitan sombra, y no paran de hacer sonar un juguete que imita el rugido de un jaguar. En definitiva, el mercadillo que acompaña las ruinas de Chichén Itzá son una falta de respeto, al visitante y a la historia. No se debería permitir. Tanto en las ruinas de Tulum como en las de Cobá hay puestos de mercadillo, pero están únicamente en la entrada, permitiendo a los visitantes disfrutar las ruinas y empaparse de su historia de forma tranquila, pasear entre un grupo de ruinas y otro en silencio, y sin que nadie les avasalle.;5
1061;La ciudad es bellísima, caminas y se pasa el día, pero necesitas rehidratarte constantemente, una ceeveza es lo ideal...Tener la cámara lista para buenas tomas y ser exactos para el crepúsculo del caribe.;5
1062;"La comida es buena pero no es la mejor muestra gastronómica de la ciudad para los excesivos costos del menú. 

Un servicio muy malo. No tenian las reservas organizadas y casi no nos acomodan en la nuestra. Una puesta de mesa regular y unas sillas...Más";4
1063;Con la ayuda y orientación de amigos de la Ciudad de México descubrimos esta hermosa ciudad colonial y su Zócalo (centro de la ciudad. ¡Qué hermosa zona). Hay mucho para ver y hacer. Usted no será decepcionado.;5
1064;Bajo costo. Simplemente  impresionante. Una visita obligada en Bogotá, D.C., Colombia. Se sugiere adquirir audioguía para maximizar la experiencia.;5
1065;ciudad hermosa con calles coloniales que se conservan en perfecto estado. Y zonas de restaurantes con mesas sobre la vereda peatonal. Muy pintoresco.;5
1066;me parecio muy impresionante porque un PAPA estuvo ahi, cierran a las 12 hrs y la vuelven a abrir a las 16 hrs. para que no se confundan con los horarios, visiten;5
1067;He estado viajando con mi familia en este hotel durante el último vacaciones de Navidad y nuestra experiencia fue muy agradable. La habitación del hotel, donde nos alojaron estaba limpia y era cómoda, pero si tengo que nombrar algo que realmente me impresionó, entonces debo mencionar el desayuno. Sin duda, un buen hotel donde volver.;5
1068;Las construcciones son impresionantes, Muy labradas y las fachadas preciosas. El marco histórico termina de cerrar esta alucinante visita.;5
1069;Buen servicio en cada una de las áreas, variedad de comidas en cada uno de los restaurantes y comidas del día, variedad de cócteles y licores para poder disfrutar adicional de los refrescos, las habitaciones cómodas ;5
1070;Con todo, me alojé en un Marriott Teniendo en cuenta antes de que yo asumí la experiencia iba a ser el mismo pero me equivocaba.  En la recepción interior, restaurantes y todo el ambiente era muy agradable y me encanta. El registro fue bastante rápido y cogieron mi información porque necesitaba una factura y la factura se realizaría la mañana siguiente en el momento de la salida (es necesario hacer el check-out a las 5:00 a.m. ) El servicio fue muy bueno, y los botones muy servicial para llegar a mi habitación y explicar todo en el hotel.  al llegar a mi habitación empezaron los problemas, y lo primero que notamos es que no tienen escritorio y sillas. lo que creo que es una necesidad especialmente para un hotel de negocios como el Marriott.  Tenía una gran noche de descanso muy…;4
1071;Aquellos que sólo van por el día se pierda el espectáculo de luces más increíble. Estancia en Mayaland y disfrutar de esta experiencia única.;5
1072;Cocina tradicional del norte de México, cabrito al pastor (Goatling), buen servicio y aquí entra la comida más tradicional de Monterrey. Es como un lugar turístico. Precios ambiente Asequible y bonito mexicana. Ubicado en el centro de Monterrey;4
1073;Desde el portero fuera de las hermosas camareras dentro te encantará este pintoresco restaurante familiar. Recomendamos encarecidamente esta uno!Más;5
1074;Hemos venido aquí todos los años desde que abrió sus puertas. El servicio es excelente incluso cuando están muy ocupados. Las mesas demasiado cerca. un vaso de vino es muy caro. Mariscos y platos libaneses son de lo mejor. Sopa de lentejas al le falta sabor. La música es genial.;4
1075;Mal servicio y malos tragos, siempre está repleto de turistas que van pq era el bar favorito de varios escritores y artistas.;5
1076;Nuestra excursión culminó en las ruinas Chichen Itza. Nuestro guía nos proporcionó forman una explicación detaied de los calendarios solares y lunares Mayan, y su correlación para hombre y mujer y la circulación celestial que la Tierra hace ... cosas Facinating!!!!! ( regresé a los Estados Unidos, que quieran encontrar un calendario Maya mecánico de prominente pantalla).  La visita de las ruinas fue dividido en dos grupos: inglés y español. Debido al hecho de que estamos bilingüe, decidimos quedarnos con el inglés grupo (que inicialmente fue la más pequeña, más íntimo grupo, pero más tarde duplicado su tamaño ... no sé por qué).  El guía de la excursión nos proporcionó una gran riqueza de conocimiento histórico relativo a la pirámide principal y los terrenos circundantes. Otra vez, facinating información! Por favor, no hablar sobre los guías, ya que tienen un duro tiempo proyectando sus voces, así como a ser escuchado por el mundo!Recomendamos conseguir tus recuerdos de los artesanos locales a Chichen Itza, que son decendents mayas directas. Los artesanos a menudo hacen algunos de sus mercancías en frente de usted, así que SÉ que no es made in China! Por cierto, las llamadas de Jaguar te molesto después de unos minutos (has sido advertido) Tome tiempo para hacer preguntas. Lleve un sombrero y protector solar. Sí, hace calor y hay pocos lugares donde encontrar sombra. Tome líquidos en abundancia ...;5
1077;Excelente hotel tanto en las instalaciones, la calidad del servicio y la amabilidad y disposición del  personal, se lo recomendaría sin duda a quienes viajen a Cartagena,  de la misma manera el servicio en playa muy bueno;5
1078;Primero, el hotel no registró las solicitudes efectuadas con antelación. El ALL INCLUSIVE no es tal y la calidad/cantidad de las comidas y bebidas es deficiente. El servicio al cliente es deficiente y no muestran preocupación por el usuario. Se nos cortó la luz y éramos el único hotel al que no le funcionó el generador, por horas sin luz.... un desastre. No tenían plan de emergencia ni contingencia, quedamos TODOS los pasajeros fuera del hotel esperando la energía eléctrica. Me fui 2 días antes teniendo el hotel pagado y nadie preguntó por qué???, no les importó en lo más mínimo, y al realizar el check out fueron muy displicentes.;2
1079;Esta iglesia es un gran ejemplo de la riqueza arquitectonica de Puebla, sin embargo no se aprecia en su totalidad si no escuchan los comentarios del guia que explican lo que significa cada detalle del templo...muy recomendable;5
1080;Pasamos tres noches en Cascadas recientemente. Es un poco lejos de las multitudes de turistas, pero que está bien con nosotros. Nos sentimos como auténticos invitados en la casa de Ellyne - ella nos recibió cuando llegamos, información compartida libremente y generosidad, alimentado por nosotros bien en el desayuno. Porque estaba caliente en Mérida mientras estuvimos allí, nos gustó mucho la piscina que es lo suficientemente grande como para hacer largos. El espacio al aire libre es cómodo y bien ventilado. Las camas eran muy cómodas, las toallas lujosas, el servicio era impecable. Recomiendo encarecidamente Cascadas de Mérida.;5
1081;Les recomiendo espera el recorrido guiado, es gratuito y te ayuda a entender mejor las piezas que puedes ver en el museo. Es bellísimo y hay que disponer de unas 3 horas para recorrerlo. ;4
1082;Pésimo servicio, lugar muy sucio, existen muchos lugares en Cuba donde podrás probar mejores mojitos;3
1083;El servicio es excelente, la comida de muy buena calidad, el ambiente en la alberca principal muy agradable, buenas bandas de rock en las noches y los bares muy bien surtidos. Y Magdaleno el bar tender del lobby bar, un tipazo;5
1084;Pagamos un precio completo para una visita mínima.Hay un recorrido muy pequeño:  no es possible salir del recorrido y ir alrededor de los monumentos como se puede hacer a Palenque o  Teatihuacan o muchos otros sitios pero el peor es que no se puede ver el Tajin chico ni tampoco ĺa Gran Greca sin hablar del museo... solo se puede ver el Tajin viejo y malo no se justifica eso es un puro robo y un falta de respecto del visitante y lo repito : pagamos el precio completo.!!!!;1
1085;"Lugar con buen ambiente y agradable. Cuidada decoración. Bien servicio. La comida tuvimos distintas opiniones. El entrante y la carne muy bien. Sin embargo el paro estaba seco y sin excesivo sabor.
Para el rango económico en el que está, me pareció que el nivel...Más";3
1086;"Fuimos mi esposo y yo en viernes y gracias a que teníamos reserva no batallamos, pero si recomendamos tener una ya que el lugar estaba lleno. 

De entrada nos dieron un menú de salsas con costo, nos decidimos por una de tomates y chiles asados...Más";5
1087;Estuvimos 3 noches y nos encantó, el lugar es muy agradable, el personal es muy agradable y servicial, y las habitaciones están muy limpias y práctico con ducha grande. Teníamos un balcón con un estragos con nuestra habitación, que era bastante agradable para tomar el desayuno. Recomiendo encarecidamente este lugar, el cual también tiene la ventaja de estar extra brillantemente ubicado.;5
1088;Pues el trato del personal a sido muy bueno y muy gentil, el trato en lobby muy bueno y solucion de problemas o dudas muy rapido. En general ha sido uno de los mejores hoteles donde he vacacionado, muy relajado, me la he pasado excelente en piscina y playa con los animadores, en especifico mas con el animador alberto rosas.;5
1089;Excelente ubicación. En la otra cuadra hay parada del Bus turístico, que por 5 CUC (aprox 5 USD) te llevan de paseo por los lugares más importantes de la Habana Vieja y alrededores, podés bajar, recorrer y volver a tomarlo las veces que quieras. Está bárbaro si no tienes contratado un city tour y te gusta andar libremente. Te van indicando lo que vas viendo, es un double decker, arriba al aire libre. A unas cuadras del hotel, esta el restaurant La Roca, muy recomendable y económico, para comer langosta, postre, cerveza, mientras alguien toca el piano, open de 12 a 00 hs. muy muy recomendable.;4
1090;A mi entender es de los mejores restaurantes de Puebla, en la calificación de la comida muy sabrosa, pero un lugar demasiado elitista, al parecer tienes que llegar con guarros u camioneta de lujo para que las chicas de la entrada te den mesa rápido,...Más;5
1091;"Vinimos aquí con altas expectativas, como un miembro de la familia con gran gusto recomendado y dio en el clavo con otras sugerencias como La Pigua chaya y La Maya. Sin embargo, mi novio y yo quedamos muy decepcionados con nuestra cena aquí.

El servicio...fue muy amable y el ambiente era muy agradable, pero la comida era simplemente bla y muy caro. los dos estábamos de acuerdo en que era nuestra menor comida favorita en Mérida. ni siquiera nos alojamos para el postre.

Quizás fue una noche pintada por ellos, o quizás pedimos platos equivocadas, pero sencillamente, la comida fue una gran decepción.Más";5
1092;Muy bien atendida en el hotel, las instalaciones en muy buen estado y limpieza, la atencion muy cordial y atenta de parte de el personal del hotel. Durante la estadia, me enferme durante 4 dias, lo cual estuve atendida por el servicio medico del hotel, lo cual tiene mucha importancia a la hora de un percanse de salud. Saludos y gracias!;5
1093;La mejor comida que he probado en México hasta ahora. Disfrutamos del filete con 3 salsas, rellenos con queso y el pavo y cerdo, Misa del gallo, ambos deliciosos. El personal es atento y servicial. Sin duda volveremos.;5
1094;Es un bonito hotel, bien ubicado y completamente nuevos. Pero el personal de recepción es muy fría, y no lo suficientemente profesional habituado a trabajar en Cadena Hilton Hotel. A través de la cadena de hilton, hay un programa de fidelidad (Hilton cumplió con el personal de este hotel), pero no parece ser consciente!!!;4
1095;Tour muy interesante donde te cuentan la historia y te muestran objetos personales originales de Pablo Escobar. Esta atentido por la misma familia de Pablo, son todos muy amables y no tienen ningun problema en contestar cualquier duda.;5
1096;"Visitamos La Habana , Cuba en un programa de intercambio cultural patrocinada por la New Jersey Symphony Orchestra. ¡Qué experiencia! La ""revolución"" en Cuba dejado el país empobrecidos, la gente indolente, y el alojamiento lejos de la categoría de 5 estrellas que el hotel nos dio en sí. El hotel, aunque limpio y básico era, en el mejor"" una propiedad de 3 estrellas. El personal de recepción fue muy acogedor y amable, aunque deberían ser- consejos son un necesario para hacer la vida un poco más cómodo. visitar La Habana es y experiencia!";3
1097;El servicio del hotel es extraordinario. El personal es de lo mas amable y atento a las necesidades de uno. Se visita dos veces la habitacion por dia para confirmar que todo este de acuerdo. La ubicacion es excelente, hay muchas actividades y restaurantes en los alrededores. Por cierto, todos de suprema calidad.;5
1098;Cuando vividores el Puerto de Veracruz, no te puedes perder conocer el malecón en el cual podrás desde llevarte el recuerdo hasta realizar una caminata al lado del mar teniendo como marco a lo lejos san Juan de Ulua, como los barcos que se encuentran cargandolos de mercancías. Cuenta con explosiones al aire libre, como con un mercado lleno de artesanías veracruzanas. Te recomiendo ampliamente subirte tanto al barquito como al camioncito que te lleva por la ciudad, los dos salen en el malecon;5
1099;"No es un hotel apto para estancias largas, solo pase alli unas horas por q iba de paso hacia el aeropuerto; el edificio es muy grande y se nota que le falta algo de mantenimineto, subir al ascensor asusta y algunos pisos se vuelven tetricos por la mala iluminacion o falta de ella. No tiene WI FI ni siquiera en las areas publicas. Para nada recomendable";3
1100;Sin duda un buen hotel en la Habana, con excelente ubicación y buen servicio. Sin conocer las condiciones mediante Melia opera el hotel con el gobierno cubano es un hotel en deterioro. Habitaciones, baños, elevadores y demás instalaciones, sin duda ante la apertura del país se esperaría una completa remodelación por parte de Melia. La actual relación Precio vs Calidad deja mucho que desear. Por el precio que pagas se pagaría cualquier hotel del Strip de Las Vegas, comparen.;5
1101;Mi estancia en este hotel no fue para nada satisfactoria, tuve muchos inconvenientes de diversa índole. Primero, el primer piso del hotel, que muy bonito se ve, no se asemeja para nada al resto de los pisos. Por lo menos en el piso que yo estuve, que fue el 6to, habían grandes problemas de humedad, un olor desagradable, y el papel mural se notaba mojado.  Por otro lado, en mi habitación, las sábanas de las camas estaban gastadas, con manchas naranjas, a lo que nos dijeron que era el óxido. Sin embargo, esas manchas parecían otra cosa y resultaba poco confortante dorimir en ellas. En cuanto al baño, el marco de la puerta estaba muy deteriorado y pude percatarme que habían termitas!!! Fue muy desagradable, le dijimos a la camarera y hasta ella se quejaba de que el hotel no estaba…;2
1102;"Nos hospedamos en este hotel dos veces, del 7 al 10 de enero para recorrer la Habana y volvimos el día 19 de enero para pasar la noche y a la madrugada salir para el aeropuerto de vuelta.  Nuestro problema principal fue cuando regresamos del Cayo, a pasar la noche para el otro día de madrugada ir al aeropuerto para la vuelta. Nosotros reservamos dicha estancia en AGOSTO del 2018. Llegamos a las 21.30 aproximadamente, y nos dijeron que NO HABÍA LUGAR EN EL HOTEL, que todas las habitaciones estaban reservadas porque el ""hotel estaba en decadencia y la mitad se encontraba clausurado"" y no tenían disponibilidad para nosotros por lo que procederían a derivarnos a un hotel a tres cuadras de donde estabamos. Sorprendida por la situación, ocurre que reservan más habitaciones de las que…";2
1103;no ir a Roma y no ir al Coliseo o París y no ir a la Torre Eifel. troicana es una gran experiencia pero algo caro. tenía dudas sobre ir, pero me alegro de haber ido, nunca he visto un espectáculo como este. Viajamos a 10 diferentes ciudades en Cuba y vimos muchos de los sitios de interés y tenía un montón de experiencias cubanas distintas, pero éste es uno de los puntos destacados, aunque era bastante turístico. Si se puede entrar en el presupuesto, entonces hazlo.;3
1104;Fui un domingo donde la entrada se encontraba a un precio de 12000 pesos colombianos que incluye la ida y vuelta en teleferico. El lugar es hermoso tiene una vista impresionante. Fui durante la tarde-noche y nos hizo buen clima estuvo super despejado. Las personas del mercado son super amables, el té de coca es muy rico y los precios son muy buenos. Pueden comprar cualquier variedad de recuerdos. ;5
1105;Te transportas a otra epoca y eso es lo maravilloso de la historia, transitar por aquellas callecitas que fueron testigo de hechos memorables.Te va a encantar.;4
1106;comida en el restaurante es muy bueno!! Pedí un Rib-eye y se suponía que era raro. Cuando me cortados, era más como medio. El camarero me preguntó si quería otra bistec y yo decidimos comer la que tuve ... parecía lo suficientemente jugoso y que era mi principal preocupación. le agradecí y dijo que no! pocos minutos más tarde ... él me trae una nueva carne! En el suyo ... nos pidió otra carne sólo para hacerme feliz!! Este es el tipo de restaurante y servidor que me gusta tener ... alguien dispuesto a ir más allá para ti!! Los desayunos en Eddie es genial!!;3
1107;Ya había tenido la oportunidad de visitarlo hace más de 10 años y lo recordaba más grande, sin embargo ahora cuenta con un área inicial de tv en dónde al ingresar se proyecta un video histórico, posteriormente pasamos con un guía, que cuenta la historia de algunas de las 'momias' (no son momias por no pasar por el procedimiento de modificación, más bien son disecadas), sin embargo sí vas al centro de Guanajuato debes visitarlo, recuerda ir con ropa cómoda, porqué sí piensas llegar caminando debes subir por alguna de las calles hacia allá y esta un poco pesado llegar. Saliendo podrás comprar souvenirs. Ve con cámara y a disfrutar tú visita.;4
1108;Diasppointment aún mayor. Impresionante - todo el vestíbulo más sórdida y descuidado. Tenía tres habitaciones diferentes. La primera fue extremadamente pequeña habitación interior con la única ventana en el pasillo. Así que, no hay manera de abrir y no hay luz. No hay espacio para una maleta, mucho menos para dos. Un ruido constante del generador de alrededor de 70 dB viene a través de un conducto de ventilación. Todo aquello que estaba roto permaneció rota. La segunda habitación estaba destinado como una habitación sencilla pero nos lo tomamos para dos, ya que era el único con luz natural disponible. El pasamanos en el pequeño balcón era tan oxidada que nos atrevimos no salir. El segundo día el aire acondicionado salieron de negocio y nos ofrecieron otra habitación interior con…;4
1109;Yo estaba allí por negocios. Manejo de la grupo de cuero. Las comidas para la conferencia eran buenas. El hotel en sí estaba limpio, pero de moda. El servicio fue el adecuado. Me volvería a alojar allí por negocios pero sin buscar suplentes al retirar.;4
1110;Me has hecho lo más sabroso bistec a la perfección como este lugar. Fantástica comida y la gente. Vale la pena cada centavo;5
1111;Lugar muy interesante pero si realmente quieres aprender nada necesita alquilar un guía. No hay información educativa colgadas en las paredes. Mi esposa y yo no nos importó mucho ya que recorrer todos los registros y las salidas del castillo. Los cánones son tan guay. Sin duda merece la pena.;5
1112;La comida es buena pero nada que la señora de la fondita no pueda hacer, para unos drinks esta bien. Hay mejores lugares. En lo personal no me gusto.;5
1113;Muy mala experiencia, alfombra de los pasillos percudidas y húmedas, recepción mala y sin mantenimiento con pisos sucios. Las habitaciones demasiado pequeñas con lo mínimo austero indispensable al Extremo. Parece habitación de cuarto de hospital público. La reservación la hice por expedia por un costo de 1,400 pesos la noche. Lean la reseñas y opiniones de otros viajeros antes de tomar la decisión de hospedarse. Creo que lo único que lo Saba es La ubicación.;2
1114;Excelente lugar para desayunar, muy rica la comiday excelente  ambiente , el mejor lugar para pasor un momento agradable .;5
1115;Muy buen restaurante, la comida exquisita, la atención muy buena y  suoer bien asesorados por Joel de primera todas sus recomendaciones.;5
1116;"Es un bonito lugar solo que en ocasiones hay mucha gente y 
no puedes aprovechar y tomar una buena foto";4
1117;Muy agradable 3l lugar, muy acogedor, excelente comida, bebidas, la música en vivo, el mirador apreciable;5
1118;Nuestro grupo de seis (más bebé) eran un poco decepcionados con nuestra experiencia. La buena noticia: cena al fresco y gran fina de corteza libre pizza en un horno de pizza adecuada de ladrillo. Mi pizza de marisco era excelente. Las malas noticias: artículos no-pizza no es tan especial, no hay menú infantil y la música esa noche era para morirse. Literalmente. La cantante tenía problemas para encontrar la oscuridad en cada canción y el volumen era sumamente ruidoso. No se aceptan tarjetas lo que significaba una pelea a pagar la factura.;4
1119;este museo se ve mejor que la de Guadalajara y de CDMX , por ejemplo el de Felipe VI se ve diferentes - raros - en los 3 museos. Mi esposa conocio a Peña, y dice que no concuerda su estatura real.;4
1120;Habíamos oído hablar de este lugar de nuestro representante de vacaciones. Encontramos un lugar interesante, pero pensamos que era un poco sobrevalorado, no me malinterpretes la comida estaba bien, pero nada fantástico. Las raciones son generosas, pero quizás más calidad sería mejor. Los precios estaban...bien tanto por la comida y el vino. Yo diría que visitar este restaurante, buen ambiente, pero no esperes demasiado. poco camareros atrevidos, hay un 10% de servicio que dicen que no incluye ningún consejos puede que quiera salir, pero si no te pide que supongo que no tienes!!!Más;3
1121;La experiencia en este hotel no corresponde a la calidad que anuncian. Las habitaciones son viejas y oscuras. La limpieza deja mucho que desear y al pedir que limpiaran, no lo hicieron. ¡La cama tenía manchas de anteriores huéspedes! Completamente inaceptable! La comida no es buena;3
